ReadTerm,MedCode,ReadCode,read_code,OPCS49_Code,OPCS_descr
Connection of other thoracic artery to coronary artery NOS,72780,7926z00,7926z,K45.9,Unspecified connection of thoracic artery to coronary artery
Connection of pancreatic duct,95091,7835.00,7835,J59,Connection of pancreatic duct
Connection of stomach to duodenum NEC,19238,7614.00,7614,G31,Connection of stomach to duodenum
Connection of stomach to duodenum NOS,16300,7614z00,7614z,G31.9,Unspecified connection of stomach to duodenum
Connection of stomach to transposed jejunum,56776,7615.00,7615,G32,Connection of stomach to transposed jejunum
Connection of stomach to transposed jejunum NOS,97069,7615z00,7615z,G32.9,Unspecified connection of stomach to transposed jejunum
Connection of vena cava or branch of vena cava,68691,7A62.00,7A62.,L77,Connection of vena cava or branch of vena cava
Construction of continent ileal conduit,46140,7B11700,7B117,M19.1,Construction of ileal conduit
Construction of penis,50853,7C22000,7C220,N28.1,Construction of penis
Construction of scrotum,99489,7L0B300,7L0B3,X15.4,Construction of scrotum
Construction of standard ileal conduit,7423,7B11600,7B116,M19.1,Construction of ileal conduit
Construction of unspecified ileal conduit,4576,7B11000,7B110,M19.1,Construction of ileal conduit
Construction of vagina,25063,7D16000,7D160,P21.1,Construction of vagina
Contact tracing,57143,745F300,745F3,E95.4,Contact tracing
Contact tracing,30146,Z9KA400,745F3,E95.4,Contact tracing
Contact tracing,28601,65X..00,745F3,E95.4,Contact tracing
Continuous ambulatory peritoneal dialysis,30756,7L1A500,7L1A5,X40.6,Continuous ambulatory peritoneal dialysis
Continuous infusion of alteplase,96361,7L10600,7L106,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of antithrombolytic NEC,61102,7L10500,7L105,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of chemotherapy,28071,7L10200,7L102,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of heparin,47896,7L10400,7L104,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of immunoglobulin,28819,7L10700,7L107,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of other specified therapeutic substance,65771,7L10y11,7L10y,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of rt-PA,39357,7L10611,7L106,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of streptokinase,41883,7L10100,7L101,X29.8,Other specified continuous Infusion of therapeutic substance
Continuous infusion of therapeutic substance,11738,7L10.00,7L10.,X29,Continuous Infusion of therapeutic substance
Continuous infusion of therapeutic substance NOS,28359,7L10z00,7L10z,X29.9,Unspecified continuous Infusion of therapeutic substance
Continuous injection of therapeutic substance into organ NOC,95109,7M0R000,7M0R0,Y38.1,Continuous injection of therapeutic substance into organ NOC
Continuous intravenous infusion of therapeutic substance NEC,85106,7L10800,7L108,X29.2,Continuous intravenous infusion of therapeutic substance NEC
Continuous pulse oximetry,59067,745A100,745A1,E91.2,Continuous pulse oximetry
Continuous subcutaneous infusion of insulin,36798,7L10000,7L100,X29.1,Continuous subcutaneous infusion of insulin
Continuous subcutaneous infusion therapeutic substance NEC,92054,7L10900,7L109,X29.3,Continuous subcutaneous infusion of therapeutic substance NEC
Continuous suction drainage of organ,72042,7M0G300,7M0G3,Y22.8,Other specified drainage of organ NOC
Contrast echocardiography,105341,7P0H600,7P0H6,U20.1,Transthoracic echocardiography
Contrast fluoroscopy NEC,55355,7P0J400,7P0J4,U21.5,Contrast fluoroscopy NEC
Contrast radiology 3 areas and or pre contrast 20 - 40 mins,113711,7M0i200,7M0i2,Y98.3,Radiology of three body areas (or 20-40 minutes)
Contrast radiology NOS,95773,7M0iz00,7M0iz,Y98.9,Unspecified radiology procedures
Contrast radiology of heart,30306,7938.00,7938,K63,Contrast radiology of heart
Contrast radiology of heart NOS,63504,7938z00,7938z,K63.9,Unspecified contrast radiology of heart
Contrast radiology of lymphatic tissue,94592,7H65.00,7H65.,T90,Contrast radiology of lymphatic tissue
Control of respiration,90853,7459300,74593,E89.4,Control of respiration
Conversion from cemented hemiarthroplasty of hip,43789,7K23x00,7K23x,W46.0,Conversion from previous cemented prosthetic replacement of head of femur
Conversion from cemented hemiarthroplasty of shoulder,114730,7K40x00,7K40x,W49.0,Conversion from previous cemented prosthetic replacement of head of humerus
Conversion from cemented total hip replacement,67778,7K20x00,7K20x,W37.0,Conversion from previous cemented total prosthetic replacement of hip joint
Conversion from cemented total knee replacement,73075,7K30x00,7K30x,W40.0,Conversion from previous cemented total prosthetic replacement of knee joint
Conversion from cemented total replacement of joint NEC,113290,7K60x00,7K60x,W43.0,Conversion from previous cemented total prosthetic replacement of joint NEC
Conversion from hemiarthroplasty of shoulder NEC,96115,7K42x00,7K42x,W51.0,Conversion from previous prosthetic replacement of head of humerus NEC
Conversion from hybrid total replacement ankle joint,105399,7K82x00,7K82x,O32.0,Conversion from total prosthetic replacement of ankle joint NEC
Conversion from hybrid total replacement other joint NEC,112186,7K62x00,7K62x,W45.0,Conversion from previous total prosthetic replacement of joint NEC
Conversion from previous arthrodesis NEC,93949,7K6Dx00,7K6Dx,W64.0,Conversion from previous arthrodesis NEC
Conversion from previous excision arthroplasty,64282,7K68x00,7K68x,W57.0,Conversion from previous excision arthroplasty of joint
Conversion from previous hemiarthroplasty of hip NEC,67352,7K25x00,7K25x,W48.0,Conversion from previous prosthetic replacement of head of femur NEC
Conversion from previous resurfacing arthroplasty of joint,112868,7K69x00,7K69x,W58.0,Conversion from previous resurfacing arthroplasty of joint
Conversion from total knee replacement NEC,41820,7K32x00,7K32x,W42.0,Conversion from previous total prosthetic replacement of knee joint NEC
Conversion from uncemented hemiarthroplasty of hip,71947,7K24x00,7K24x,W47.0,Conversion from previous uncemented prosthetic replacement of head of femur
Conversion from uncemented total hip replacement,113849,7K21x00,7K21x,W38.0,Conversion from previous uncemented total prosthetic replacement of hip joint
Conversion from uncemented total knee replacement,97341,7K31x00,7K31x,W41.0,Conversion from previous uncemented total prosthetic replacement of knee joint
Conversion from uncemented total replacement ankle joint,95413,7K81x00,7K81x,O32.0,Conversion from total prosthetic replacement of ankle joint NEC
Conversion from uncemented total shoulder replacement,111791,7K44x00,7K44x,W44.0,Conversion from previous uncemented total prosthetic replacement of joint NEC
Conversion of cerebroventricular shunt NEC,110604,7012411,70124,A14.2,Revision of cerebroventricular shunt NEC
Conversion of cerebroventricular shunt NEC,110604,7012411,70113,A14.2,Revision of cerebroventricular shunt NEC
Conversion of cerebroventricular shunt NEC,45931,7011300,70124,A14.2,Revision of cerebroventricular shunt NEC
Conversion of cerebroventricular shunt NEC,45931,7011300,70113,A14.2,Revision of cerebroventricular shunt NEC
Conversion to anastomosis of stomach to jejunum NEC,99054,7616200,76162,G33.3,Conversion to anastomosis of stomach to jejunum NEC
Conversion to anastomosis of stomach to transposed jejunum,70735,7615200,76152,G32.3,Conversion to anastomosis of stomach to transposed jejunum
Conversion to arthrodesis and articular bone graft NEC,106502,7K6B200,7K6B2,W61.3,Conversion to arthrodesis and articular bone graft NEC
Conversion to arthrodesis and external fixation NEC,112620,7K6D400,7K6D4,W64.2,Conversion to arthrodesis and external fixation NEC
Conversion to arthrodesis NEC,92069,7K6D500,7K6D5,W64,Conversion to fusion of other joint
Conversion to arthrodesis NOS,113556,7K6Dw00,7K6Dw,W64.9,Unspecified conversion to fusion of other joint
Conversion to cemented hemiarthroplasty of hip,31930,7K23100,7K231,W46.2,Conversion to prosthetic replacement of head of femur using cement
Conversion to cemented hemiarthroplasty of shoulder,70432,7K40100,7K401,W49.2,Conversion to prosthetic replacement of head of humerus using cement
Conversion to cemented total elbow replacement,62715,7K70100,7K701,O21.2,Conversion to total prosthetic replacement of elbow joint using cement
Conversion to cemented total hip replacement,31843,7K20100,7K201,W37.2,Conversion to total prosthetic replacement of hip joint using cement
Conversion to cemented total knee replacement,69999,7K30100,7K301,W40.2,Conversion to total prosthetic replacement of knee joint using cement
Conversion to cemented total replacement of joint NEC,107444,7K60100,7K601,W43.2,Conversion to total prosthetic replacement of joint using cement NEC
Conversion to cemented total shoulder replacement,68283,7K43100,7K431,W43.2,Conversion to total prosthetic replacement of joint using cement NEC
Conversion to excision arthroplasty,45930,7K68300,7K683,W57.4,Conversion to excision arthroplasty of joint
Conversion to extraarticular arthrodesis NEC,70636,7K6A200,7K6A2,W60.3,Conversion to arthrodesis and extra-articular bone graft NEC
Conversion to hybrid total elbow replacement,88472,7K72100,7K721,O21.2,Conversion to total prosthetic replacement of elbow joint using cement
Conversion to hybrid total hip replacement NEC,97176,7K22112,7K204,W37.2,Conversion to total prosthetic replacement of hip joint using cement
Conversion to hybrid total hip replacement NEC,97176,7K22112,7K221,W39.2,Conversion to total prosthetic replacement of hip joint NEC
Conversion to hybrid total hip replacement NEC,62133,7K20400,7K204,W37.2,Conversion to total prosthetic replacement of hip joint using cement
Conversion to hybrid total hip replacement NEC,62133,7K20400,7K221,W39.2,Conversion to total prosthetic replacement of hip joint NEC
Conversion to hybrid total knee replacement NEC,93435,7K32112,7K321,W42.2,Conversion to total prosthetic replacement of knee joint NEC
Conversion to hybrid total replacement ankle joint,105110,7K82100,7K821,O32.2,Conversion to total prosthetic replacement of ankle joint NEC
Conversion to hybrid total replacement other joint NEC,72596,7K62100,7K621,W45.2,Conversion to total prosthetic replacement of joint NEC
Conversion to intraarticular arthrodesis,112326,7K6B500,7K6B5,W61.3,Conversion to arthrodesis and articular bone graft NEC
Conversion to prosthetic hemiarthroplasty of hip NEC,65481,7K25100,7K251,W48.2,Conversion to prosthetic replacement of head of femur NEC
Conversion to stent in organ NOC,107795,7M0b400,7M0b4,Y15.5,Conversion to stent in organ NOC
Conversion to total knee replacement NEC,62757,7K32100,7K321,W42.2,Conversion to total prosthetic replacement of knee joint NEC
Conversion to total prosthetic replacement of hip joint NEC,48220,7K22100,7K221,W39.2,Conversion to total prosthetic replacement of hip joint NEC
Conversion to uncemented hemiarthroplasty of hip,41489,7K24100,7K241,W47.2,Conversion to prosthetic replacement of head of femur not using cement
Conversion to uncemented hemiarthroplasty of shoulder,90707,7K41100,7K411,W50.2,Conversion to prosthetic replacement of head of humerus not using cement
Conversion to uncemented total hip replacement,50624,7K21100,7K211,W38.2,Conversion to total prosthetic replacement of hip joint not using cement
Conversion to uncemented total knee replacement,108774,7K31100,7K311,W41.2,Conversion to total prosthetic replacement of knee joint not using cement
Conversion to uncemented total replacement of joint NEC,67882,7K61100,7K611,W44.2,Conversion to total prosthetic replacement of joint not using cement NEC
Conversion to uncemented total shoulder replacement,113202,7K44100,7K441,W44.2,Conversion to total prosthetic replacement of joint not using cement NEC
Cordopexy of vocal cord,47473,7433100,74331,E33.2,Cordopexy of vocal cord
Corneoscleral trephine,46989,7252100,72521,C55.2,Corneoscleral trephine
Coronary arteriography NEC,5897,7938500,79385,K63.6,Coronary arteriography NEC
Coronary arteriography using single catheter,26206,7938400,79384,K63.5,Coronary arteriography using single catheter
Coronary arteriography using three catheters,36196,7938600,79386,K63.6,Coronary arteriography NEC
Coronary arteriography using two catheters,19465,7938300,79383,K63.4,Coronary arteriography using two catheters
Correction iridodialysis NEC,67494,7257300,72573,C62.4,Correction iridodialysis NEC
Correction of camtodactyly,60800,7L0FB00,7L0FB,X21.8,Other specified correction of congenital deformity of hand
Correction of chordee,18340,7C25400,7C254,N28.5,Correction of chordee of penis
Correction of cicatricial ectropion,88360,7215400,72154,C15.4,Correction of cicatricial ectropion
Correction of cicatricial entropion,89937,7215500,72155,C15.5,Correction of cicatricial entropion
Correction of cleft hand,51173,7L0F800,7L0F8,X21.8,Other specified correction of congenital deformity of hand
Correction of cleft lip nasal deformity,9809,7409.00,7409,E02,Plastic operations on nose
Correction of cleft lip nasal tip deformity,63658,7409200,74092,E02.8,Other specified plastic operations on nose
Correction of clinodactyly with closing wedge osteotomy,62658,7L0FD00,7L0FD,X21.8,Other specified correction of congenital deformity of hand
Correction of clinodactyly with osteotomy and bone graft,63929,7L0FC00,7L0FC,X21.8,Other specified correction of congenital deformity of hand
Correction of clinodactyly with reversed wedge osteotomy,104767,7L0FE00,7L0FE,X21.8,Other specified correction of congenital deformity of hand
Correction of congenital absence of radius,47217,7L0E500,7L0E5,X20.8,Other specified correction of congenital deformity of forearm
Correction of congenital atresia of choana,39741,7406200,74062,E08.3,Correction of congenital atresia of choana
Correction of congenital atresia of oesophagus,43818,7606200,76062,G07.3,Correction of congenital atresia of oesophagus
Correction of congenital crossed toes,23757,7L0L400,7L0L4,X27.5,Correction of congenital crossed toes
Correction of congenital deformity of forearm,26851,7L0E.00,7L0E.,X20,Correction of congenital deformity of forearm
Correction of congenital deformity of forearm NOS,96511,7L0Ez00,7L0Ez,X20.9,Unspecified correction of congenital deformity of forearm
Correction of congenital deformity of hand,28034,7L0F.00,7L0F.,X21,Correction of congenital deformity of hand
Correction of congenital deformity of hand NOS,45324,7L0Fz00,7L0Fz,X21.9,Unspecified correction of congenital deformity of hand
Correction of congenital deformity of hip,24670,7L0G.00,7L0G.,X22,Correction of congenital deformity of hip
