prodcode,CodingSystem,productname,gemscriptcode
9231,prodcode,Calpol infant 120mg/5ml Oral suspension (McNeil Products Ltd),48520020
9239,prodcode,Paracetamol 120 mg capsule,82144020
9271,prodcode,Paracetamol 125mg/5ml syrup,82145020
9275,prodcode,DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd),62560020
9313,prodcode,Dihydrocodeine 90mg modified-release tablets,62549020
9325,prodcode,Hydromorphone 4mg modified-release capsules,84390020
9329,prodcode,Paracetamol 100mg/ml oral solution sugar free,75871020
9330,prodcode,Palladone 2.6mg capsules (Napp Pharmaceuticals Ltd),84406020
9331,prodcode,Palladone SR 4mg capsules (Napp Pharmaceuticals Ltd),84400020
9332,prodcode,Palladone SR 2mg capsules (Napp Pharmaceuticals Ltd),84399020
9337,prodcode,MXL 30mg capsules (Napp Pharmaceuticals Ltd),81634020
9342,prodcode,MXL 60mg capsules (Napp Pharmaceuticals Ltd),81635020
9371,prodcode,MXL 120mg capsules (Napp Pharmaceuticals Ltd),81690020
9381,prodcode,MXL 90mg capsules (Napp Pharmaceuticals Ltd),81636020
9389,prodcode,Zamadol SR 50mg capsules (Meda Pharmaceuticals Ltd),85601020
9396,prodcode,Zamadol SR 100mg capsules (Meda Pharmaceuticals Ltd),85602020
9421,prodcode,Powergel 2.5% gel (A. Menarini Farmaceutica Internazionale SRL),79620020
9439,prodcode,Flurbiprofen 200mg modified-release capsules,68435020
9457,prodcode,Paracetamol 500mg with codeine phosphate 8mg tablet,65992020
9460,prodcode,Paracetamol 500mg with codeine phosphate 8mg capsule,65989020
9462,prodcode,Paracetamol 500mg with codeine phosphate 8mg effervescent tablet,65988020
9474,prodcode,Preservex 100mg tablets (Almirall Ltd),81066020
9476,prodcode,Domperamol tablets (Servier Laboratories Ltd),85106020
9484,prodcode,Morphine sulphate 24 60mg Modified-release capsule,81627020
9500,prodcode,Diclotard 75mg modified-release tablets (Galen Ltd),84230020
9516,prodcode,Kapake 30mg/500mg capsules (Galen Ltd),53131020
9557,prodcode,Morphine 15mg modified-release tablets,56797020
9562,prodcode,Remedeine 30mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd),81855020
9602,prodcode,Morphine 5mg modified-release tablets,64812020
9615,prodcode,Palladone 1.3mg capsules (Napp Pharmaceuticals Ltd),84407020
9630,prodcode,Feldene P 0.5% gel (Pfizer Ltd),79166020
9637,prodcode,Keral 25mg tablets (A. Menarini Farmaceutica Internazionale SRL),79359020
9672,prodcode,Morphine 100mg modified-release granules sachets sugar free,75454020
9688,prodcode,Diclovol 75mg SR tablets (Mylan),86796020
9712,prodcode,Paracetamol 250mg orodispersible tablets sugar free,86411020
9736,prodcode,Mefenamic acid 50mg/5ml oral suspension,64365020
9739,prodcode,Tramadol 100mg effervescent powder sachets sugar free,78591020
9742,prodcode,Solpadeine Soluble tablet (GlaxoSmithKline Consumer Healthcare),54212020
9785,prodcode,Remedeine 30mg+500mg Tablet (Napp Pharmaceuticals Ltd),55874020
9822,prodcode,Arcoxia 120mg tablets (Grunenthal Ltd),77848020
9855,prodcode,Paracetamol 500mg / Dihydrocodeine 20mg tablets,66016020
9874,prodcode,OxyNorm liquid 5mg/5ml oral solution (Napp Pharmaceuticals Ltd),80386020
9914,prodcode,Calpol Six Plus Fastmelts 250mg tablets (McNeil Products Ltd),81661020
9917,prodcode,Kapake Insts 30mg/500mg effervescent powder sachets (Galen Ltd),84590020
9927,prodcode,OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd),76936020
9928,prodcode,Oxynorm 10mg/ml Solution for injection (Napp Pharmaceuticals Ltd),83859020
9945,prodcode,Diamorphine 10mg Tablet (Aurum Pharmaceuticals Ltd),57278020
9960,prodcode,Morphine sulphate 12 60mg Modified-release capsule,79869020
9973,prodcode,OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd),73056020
10021,prodcode,OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd),76939020
10023,prodcode,Dihydrocodeine with paracetamol 20mg+500mg tablets,62544020
10033,prodcode,Etodolac 300mg capsules,60934020
10122,prodcode,Dihydrocodeine 10mg with paracetamol 500mg/5ml oral suspension sugar free,89018020
10123,prodcode,Paracetamol 120mg/5ml / Diphenhydramine 12.5mg/5ml oral solution,78896020
10149,prodcode,Ibuprofen 200mg capsules,86472020
10169,prodcode,Brexidol 20mg tablets (Chiesi Ltd),77261020
10176,prodcode,Codipar 15mg/500mg tablets (AMCo),79795020
10178,prodcode,Solpadeine Plus capsules (Omega Pharma Ltd),89794020
10189,prodcode,Lyrica 300mg capsules (Pfizer Ltd),88060020
10196,prodcode,Solpadeine Headache tablets (GlaxoSmithKline Consumer Healthcare),87109020
10205,prodcode,BuTrans 10micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd),89602020
10209,prodcode,Ibufem 200mg tablets (Galpharm International Ltd),80061020
10226,prodcode,Solpadeine Plus tablets (Omega Pharma Ltd),89796020
10239,prodcode,MXL 150mg capsules (Napp Pharmaceuticals Ltd),81691020
10280,prodcode,OMNOPON 10 MG INJ,02170007
10290,prodcode,BUTAZOLIDIN 250 MG SUP,05913007
10293,prodcode,Sinutab Tablet (Pfizer Consumer Healthcare Ltd),81992020
10295,prodcode,Relifex 500mg/5ml oral suspension (Meda Pharmaceuticals Ltd),67975020
10298,prodcode,Benoral 2g granules sachets (Sanofi-Synthelabo Ltd),48349020
10309,prodcode,Df118 50mg/ml Injection (Martindale Pharmaceuticals Ltd),52621020
10325,prodcode,Dexibuprofen 300mg tablets,89560020
10336,prodcode,Ketoprofen 100mg/2ml solution for injection ampoules,70001020
10399,prodcode,PARACETAMOL/ORPHENADRINE CITRATE TAB,04162007
10473,prodcode,DIAMORPHINE 10 MG LIN,02728007
10481,prodcode,Lederfen f 450mg Tablet (Wyeth Pharmaceuticals),54744020
10509,prodcode,Fortagesic Tablet (Sanofi-Synthelabo Ltd),49523020
10519,prodcode,CODEINE PHOS/IBUPROFEN SR (20MG/300MG) TAB,04147007
10525,prodcode,MST CONTINUS 30 MG SUS,03151007
10558,prodcode,Flexin-75 Continus tablets (Napp Pharmaceuticals Ltd),68265020
10578,prodcode,Palfium 10mg tablets (Roche Products Ltd),56383020
10582,prodcode,Formulix Oral solution (Cilag Pharmaceuticals Ltd),72724020
10583,prodcode,Pentazocine 30mg/ml injection,65561020
10589,prodcode,Fenopron 600 tablets (Typharm Ltd),49425020
10602,prodcode,Paracodol 8mg/500mg effervescent tablets (Bayer Plc),57692020
10625,prodcode,Indocid 5mg/ml oral suspension (Merck Sharp & Dohme Ltd),49934020
10631,prodcode,Morphine 10mg/ml Tincture,64797020
10678,prodcode,Fenopron 300 tablets (Typharm Ltd),49424020
10701,prodcode,Dimotane Co oral solution paediatric sugar free (Wyeth Consumer Healthcare),53336020
10711,prodcode,Tolectin 400mg Capsule (Cilag Pharmaceuticals Ltd),51960020
10730,prodcode,Sevredol 10mg Suppository (Napp Pharmaceuticals Ltd),74005020
10740,prodcode,DISTALGESIC SOLUBLE TAB,06137007
10748,prodcode,Tramil 500mg Capsule (Wyeth Consumer Healthcare),75704020
10769,prodcode,Fortral 50mg Capsule (Sanofi-Synthelabo Ltd),53468020
10785,prodcode,Fenbid 300mg Spansules (Mercury Pharma Group Ltd),53757020
10829,prodcode,MST CONTINUS 20 MG SUS,03150007
10866,prodcode,Oxycodone hydrochloride 30mg suppositories,71496020
10901,prodcode,Paracetamol with promethazine hydrochloride 120mg+1.5mg/5ml suspension,71660020
10907,prodcode,MORPHINE SULPHATE CR 15 MG TAB,03159007
10917,prodcode,Flamrase SR 100mg tablets (Teva UK Ltd),74803020
10922,prodcode,Durogesic 100micrograms transdermal patches (Janssen-Cilag Ltd),76095020
10925,prodcode,Meptid 100mg/1ml solution for injection ampoules (Almirall Ltd),52948020
10993,prodcode,Medinol 120mg/5ml Oral suspension (SSL International Plc),72976020
11009,prodcode,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg tablet,66001020
11101,prodcode,Zydol 50mg soluble tablets (Grunenthal Ltd),82968020
11129,prodcode,Papaveretum 15.4mg/1ml solution for injection ampoules,68940020
11168,prodcode,Volsaid Retard 100 tablets (Chiesi Ltd),80723020
11187,prodcode,Protriptyline 10mg tablet,66328020
11215,prodcode,Voltarol 25mg suppositories (Novartis Pharmaceuticals UK Ltd),83741020
11250,prodcode,Migraleve - 2 8mg+500mg Tablet (Pfizer Consumer Healthcare Ltd),55131020
11275,prodcode,Zydol 100mg/2ml solution for injection ampoules (Grunenthal Ltd),75792020
11325,prodcode,Paracetamol 500mg with codeine phosphate 30 mg tablet,77473020
11342,prodcode,Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),68361020
11405,prodcode,Oxycodone 10mg/ml oral solution sugar free,76931020
11461,prodcode,Ibuprofen 300mg modified-release / Codeine 20mg tablets,59563020
11466,prodcode,Nabumetone 500mg/5ml oral-suspension,68001020
11471,prodcode,Tramadol 100mg/2ml solution for injection ampoules,75787020
11495,prodcode,Piroxicam betadex 20mg tablets,50157020
11549,prodcode,Tramadol 75mg modified-release tablets,79983020
11550,prodcode,Nurofen Meltlets 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),68069020
11554,prodcode,Ibuprofen 200mg / Codeine 12.8mg tablets,77460020
11559,prodcode,Tramadol 50mg effervescent powder sachets sugar free,78590020
11584,prodcode,Buprenorphine 70micrograms/hour transdermal patches,79157020
11614,prodcode,Paracetamol 500mg / Domperidone 10mg tablets,85104020
11665,prodcode,Zapain 30mg/500mg tablets (AMCo),79880020
11698,prodcode,Morphine sulphate 24 30mg Modified-release capsule,81626020
11734,prodcode,Tramadol 50mg orodispersible tablets sugar free,87129020
11746,prodcode,Tramadol 300mg modified-release tablets,82221020
11748,prodcode,Tramadol 400mg modified-release tablets,82223020
11755,prodcode,Morcap SR 20mg capsules (Hospira UK Ltd),84190020
11801,prodcode,Meptazinol 100mg/1ml solution for injection ampoules,64421020
11807,prodcode,Paracetamol 500mg with codeine 12.8mg tablet,86865020
11838,prodcode,Morphine 200mg modified-release tablets,64811020
11843,prodcode,Fentanyl 200microgram lozenges,76091020
11907,prodcode,Dexibuprofen 400mg tablets,89572020
11925,prodcode,Medised For Children oral solution (SSL International Plc),89658020
11942,prodcode,Nefopam 20mg/1ml solution for injection ampoules,64960020
11945,prodcode,Syndol Tablet (SSL International Plc),51785020
11952,prodcode,Phenylbutazone 100mg gastro-resistant tablets,65700020
11961,prodcode,Veganin Tablet (Pfizer Consumer Healthcare Ltd),66031020
11970,prodcode,Meloxicam 7.5mg suppositories,81650020
11980,prodcode,Cuprofen 400mg Tablet (SSL International Plc),50221020
11982,prodcode,Durogesic DTrans 12micrograms transdermal patches (Janssen-Cilag Ltd),89907020
11986,prodcode,Medinol 120mg/5ml Oral suspension (SSL International Plc),72974020
12000,prodcode,Ketoprofen 100mg suppositories,63885020
12011,prodcode,MORPHINE SULPHATE CR 60 MG TAB,03161007
12020,prodcode,Dipipanone 10mg / Cyclizine 30mg tablets,62683020
12075,prodcode,Mobiflex 20mg Tablet (Roche Products Ltd),69420020
12076,prodcode,Dextropropoxyphene 60mg capsules,72612020
12171,prodcode,Dimotane Co oral solution sugar free (Wyeth Consumer Healthcare),48985020
12188,prodcode,Trilisate 500mg Tablet (Napp Pharmaceuticals Ltd),55563020
12194,prodcode,NORTRIPTYLINE 10 MG ELI,05750007
12219,prodcode,Morphine sulfate 15mg/1ml solution for injection ampoules,59713020
12332,prodcode,PARACETAMOL 240 MG SUS,04618007
12353,prodcode,Aventyl 25mg Capsule (Eli Lilly and Company Ltd),55348020
12364,prodcode,Aloxiprin 600mg tablets,60091020
12394,prodcode,Lobak Tablet (Sanofi-Synthelabo Ltd),54142020
12508,prodcode,MORPHINE SULPHATE CR 100 MG TAB,03904007
12549,prodcode,Aventyl 10mg/5ml Liquid (Eli Lilly and Company Ltd),55349020
12567,prodcode,FORTRAL 60 MG INJ,02512007
12583,prodcode,MORPHINE SULPHATE CR 5 MG TAB,03158007
12591,prodcode,Morphine 60mg modified-release granules sachets sugar free,75453020
12602,prodcode,Morphine sulfate 10mg suppositories,59815020
12604,prodcode,MST Continus Suspension 100mg granules sachets (Napp Pharmaceuticals Ltd),75449020
12608,prodcode,MORPHINE SULPHATE CR 200 MG TAB,03162007
12709,prodcode,Ibuprofen and codeine 200mg + 12.5mg Tablet,77459020
12889,prodcode,Oramorph 100mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),68362020
12900,prodcode,MST Continus Suspension 30mg granules sachets (Napp Pharmaceuticals Ltd),56811020
13076,prodcode,Actiq 200microgram lozenges with integral oromucosal applicator (Teva UK Ltd),81733020
13114,prodcode,Zomorph 10mg modified-release capsules (Ethypharm UK Ltd),85781020
13117,prodcode,Zomorph 30mg modified-release capsules (Ethypharm UK Ltd),85782020
13172,prodcode,Morphine sulfate 20mg/1ml solution for injection ampoules,78858020
13225,prodcode,Morphine sulfate 30mg/1ml solution for injection ampoules,90607020
13280,prodcode,Morphine sulfate 60mg/2ml solution for injection ampoules,90609020
13300,prodcode,BuTrans 20micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd),89604020
13364,prodcode,DIAMORPHINE 20 MG ELI,02727007
13380,prodcode,Clinoril 200mg tablets (Merck Sharp & Dohme Ltd),48704020
13420,prodcode,Diamorphine 15mg/5ml Oral solution (Manufacturer unknown),73133020
13423,prodcode,MORPHINE SULPHATE BP GRANULES 30 MG,03146007
13459,prodcode,Dysman 500 tablets (Ashbourne Pharmaceuticals Ltd),56667020
13588,prodcode,MORPHINE SULPHATE susp C/R 30 MG,03946007
13598,prodcode,ASPIRIN & CODEINE 500 MG TAB,03414007
13606,prodcode,Flexin-25 Continus tablets (Napp Pharmaceuticals Ltd),68267020
13627,prodcode,Mobic 15mg suppositories (Boehringer Ingelheim Ltd),81658020
13639,prodcode,Flexin-50 Continus tablets (Napp Pharmaceuticals Ltd),68266020
13711,prodcode,Morcap sr 20mg Modified-release capsule (Faulding Pharmaceuticals (Dbl)),83122020
13813,prodcode,Zamadol 50mg capsules (Meda Pharmaceuticals Ltd),83119020
13818,prodcode,Nabumetone 500mg tablets (Actavis UK Ltd),60823020
13893,prodcode,Nurofen Plus tablets (Reckitt Benckiser Healthcare (UK) Ltd),77456020
13995,prodcode,Morphine sulphate 24 200mg Modified-release capsule,81632020
13997,prodcode,Morphine sulphate 100mg Modified-release capsule,79896020
14050,prodcode,Morphine sulphate 12 100mg Modified-release capsule,83128020
14063,prodcode,Zomorph 100mg modified-release capsules (Ethypharm UK Ltd),85785020
14084,prodcode,Diclovol 75mg SR tablets (Arun Pharmaceuticals Ltd),86201020
14085,prodcode,Diclovol Retard 100mg tablets (Arun Pharmaceuticals Ltd),86203020
14151,prodcode,Medised infant 120mg + 12.5mg / 5ml Oral solution (Seton Scholl Healthcare Plc),81803020
14156,prodcode,Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free,68487020
14226,prodcode,Morphine 30mg modified-release granules sachets sugar free,56799020
14333,prodcode,Ibuprofen 400mg capsules,91245020
14378,prodcode,Feminax tablets (Bayer Plc),73500020
14380,prodcode,Lederfen 300mg capsules (Mercury Pharma Group Ltd),84600020
14385,prodcode,Cuprofen 200mg Tablet (SSL International Plc),50220020
14394,prodcode,Phenazocine hydrobromide 5mg tablet,65617020
14422,prodcode,Fenbufen 450mg Effervescent tablet,61806020
14476,prodcode,Indolar SR 75mg capsules (Sandoz Ltd),58464020
14490,prodcode,Tramake 50mg capsules (Galen Ltd),82134020
14541,prodcode,Ponstan 50mg/5ml paediatric Liquid (Chemidex Pharma Ltd),53445020
14551,prodcode,Infadrops 100mg/ml liquid (Mercury Pharma Group Ltd),75874020
14560,prodcode,PARACETAMOL 60 MG SUP,02138007
14570,prodcode,Ibuleve 5% Mousse (Dendron Ltd),86401020
14578,prodcode,Nortriptyline 30mg / Fluphenazine 1.5mg tablets,68990020
14602,prodcode,Co-codamol 60mg/1000mg effervescent powder sachets sugar free,84588020
14627,prodcode,Paracetamol 325mg / Isometheptene 65mg capsules,70535020
14655,prodcode,Paracetamol 500mg with phenylpropanolamine 12.5 mg tablet,70241020
14672,prodcode,Defanac 75mg SR tablets (Ranbaxy (UK) Ltd),75883020
14676,prodcode,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg effervescent tablet,77683020
14688,prodcode,Paracetamol 500mg with dihydrocodeine 10mg tablet,66014020
14707,prodcode,Defanac Retard 100mg tablets (Ranbaxy (UK) Ltd),79162020
14776,prodcode,Surgam 300mg tablets (Sanofi),77350020
14785,prodcode,Paracetamol500mg with codeine phosphate 15mg tablet,65987020
14829,prodcode,Paracetamol 500mg / Caffeine 65mg tablets,65997020
14899,prodcode,Alvedon 250mg suppositories (Intrapharm Laboratories Ltd),58884020
14900,prodcode,Durogesic DTrans 100micrograms transdermal patches (Janssen-Cilag Ltd),88873020
14912,prodcode,Codeine phosphate 8mg with Paracetamol 500mg capsules,81048020
14964,prodcode,Solpadeine Plus soluble tablets (Omega Pharma Ltd),89792020
15005,prodcode,Indomod 25mg modified-release capsules (Pfizer Ltd),63549020
15064,prodcode,MORPHINE HCL 10MG/CHLOROFORM WATER > 5ML SOL,06650007
15068,prodcode,Arthrofen 400 tablets (Ashbourne Pharmaceuticals Ltd),62436020
15159,prodcode,Tolfenamic acid 200mg Capsule,83568020
15180,prodcode,Naproxen and misoprostol 500mgwith200microgram combined Tablet,86566020
15198,prodcode,Co-dydramol 10mg+500mg Tablet (C P Pharmaceuticals Ltd),49344020
15201,prodcode,Volraman 50mg gastro-resistant tablets (LPC Medical (UK) Ltd),74267020
15238,prodcode,Paracetamol 500mg tablets (Zentiva),50179020
15241,prodcode,Sudafed non-drowsy dual relief Capsule (Pfizer Consumer Healthcare Ltd),77583020
15286,prodcode,Ketocid 200 modified-release capsules (Chiesi Ltd),77485020
15337,prodcode,Fentanyl 1.2mg lozenges,77205020
15339,prodcode,Diamorphine 10mg/5ml oral solution,73146020
15350,prodcode,FENTANYL (10ML) 50 MCG/ML INJ,02583007
15352,prodcode,ASPIRIN & PARACETAMOL TAB,04138007
15353,prodcode,Papaveretum 7.7mg/1ml solution for injection ampoules,68939020
15439,prodcode,PARACETAMOL 150 MG SUP,03620007
15461,prodcode,PARACETAMOL 100 MG SUP,02140007
15477,prodcode,FENOPRON 200 MG TAB,02579007
15501,prodcode,Flurbiprofen 100mg suppositories,62063020
15514,prodcode,DIAMORPHINE 2.5 MG LIN,03364007
15732,prodcode,Diclovol 50mg gastro-resistant tablets (Arun Pharmaceuticals Ltd),86199020
15781,prodcode,Morphine sulphate 24 90mg Modified-release capsule,81628020
15792,prodcode,Hydromorphone 2mg modified-release capsules,84389020
15793,prodcode,Diamorphine hydrochloride powder,52700020
15798,prodcode,Hydromorphone 8mg modified-release capsules,84391020
15815,prodcode,Morphine 50mg tablets,74010020
15831,prodcode,Codeine phosphate 30mg with paracetamol 500mg effervescent powder sugar free,53858020
15845,prodcode,Panadol NightPain tablets (GlaxoSmithKline Consumer Healthcare),83652020
15871,prodcode,Kapake Insts 60mg/1000mg effervescent powder sachets (Galen Ltd),80858020
15950,prodcode,Zomorph 200mg modified-release capsules (Ethypharm UK Ltd),85786020
15964,prodcode,Zomorph 60mg modified-release capsules (Ethypharm UK Ltd),85783020
16001,prodcode,Ibuprofen 200mg tablets (A A H Pharmaceuticals Ltd),49832020
16039,prodcode,Solpadeine Capsule (GlaxoSmithKline Consumer Healthcare),54213020
16076,prodcode,Paracetamol 325mg with tramadol 37.5 mg tablet,87620020
16096,prodcode,Codeine 6.75mg/5ml oral solution,88885020
16106,prodcode,Paracetamol 500mg / Caffeine 65mg effervescent tablets sugar free,73703020
16112,prodcode,Paramol soluble tablets (SSL International Plc),89744020
16170,prodcode,Fenbufen 300mg capsules (Genus Pharmaceuticals Ltd),59106020
16176,prodcode,Lederfen 450mg tablets (Mercury Pharma Group Ltd),77247020
16184,prodcode,Alka-seltzer Tablet (Bayer Plc),81957020
16189,prodcode,Morphine sulphate 10mg/ml Injection,91452020
16192,prodcode,Motrin 200mg Tablet (Pharmacia Ltd),56328020
16193,prodcode,Motrin 800mg tablets (Pfizer Ltd),68112020
16194,prodcode,Lodine 200mg Tablet (Shire Pharmaceuticals Ltd),58037020
16205,prodcode,Palaprin forte 600mg Tablet (Nicholas Laboratories Ltd),50967020
16221,prodcode,Diclozip 25mg gastro-resistant tablets (Ashbourne Pharmaceuticals Ltd),57190020
