Condition,ReadCode,MedCodeId,ReadTerm
Fracture of hip,S304.00,319138019,Pertrochanteric fracture
Fracture of hip,S305.00,391392015,Subtrochanteric fracture
Fracture of hip,S30w.00,319140012,Closed fracture of femur
Fracture of hip,S30x.00,319141011,Open fracture of femur
Fracture of hip,S30y.00,402874017,Closed fracture of neck of femur
Fracture of hip,S30y.11,391393013,Hip fracture NOS
Fracture of hip,S30z.00,319145019,Open fracture of neck of femur
Fracture of hip,S4E..00,793901000006115,Fracture dislocation or subluxation hip
Fracture of hip,S4E0.00,565451000006113,"Closed fracture dislocation, hip joint"
Fracture of hip,S4E1.00,256101000006113,"Open fracture-dislocation, hip joint"
Fracture of hip,S4E2.00,565801000006112,"Closed fracture-subluxation, hip joint"
Fracture of hip,SC03.00,750551000006113,Late effect of fracture neck of femur
Gastritis and duodenitis,A074313,819571000006118,Helicobacter-associated gastritis
Gastritis and duodenitis,J11z.11,353273019,Gastric erosions
Gastritis and duodenitis,J123.00,353328012,Duodenal erosion
Gastritis and duodenitis,J15..00,302616010,Gastritis and duodenitis
Gastritis and duodenitis,J150.00,42686017,Acute gastritis
Gastritis and duodenitis,J150000,478553011,Acute haemorrhagic gastritis
Gastritis and duodenitis,J151.00,15005019,Chronic gastritis
Gastritis and duodenitis,J151000,302619015,Chronic atrophic gastritis
Gastritis and duodenitis,J151100,554831000006112,Chronic inflammatory gastritis
Gastritis and duodenitis,J151200,302621013,Chronic superficial gastritis
Gastritis and duodenitis,J151z00,302623011,Chronic gastritis NOS
Gastritis and duodenitis,J152.00,99677013,Gastric mucosal hypertrophy
Gastritis and duodenitis,J153.00,4525015,Alcoholic gastritis
Gastritis and duodenitis,J154.00,302624017,Other specified gastritis
Gastritis and duodenitis,J154000,4151013,Allergic gastritis
Gastritis and duodenitis,J154100,511831000006115,Alkaline reflux gastritis
Gastritis and duodenitis,J154200,70968018,Irritant gastritis
Gastritis and duodenitis,J154300,302630017,Corrosive gastritis
Gastritis and duodenitis,J154400,222841000000112,Helicobacter gastritis
Gastritis and duodenitis,J154z00,302632013,Other specified gastritis NOS
Gastritis and duodenitis,J155.00,302633015,Gastritis
Gastritis and duodenitis,J156.00,302634014,Gastroduodenitis
Gastritis and duodenitis,J157.00,119655018,Duodenitis
Gastritis and duodenitis,J15z.00,302635010,Gastritis and duodenitis NOS
Gastritis and duodenitis,J4z0.00,303048019,Non-infective gastritis NOS
Gastritis and duodenitis,Jyu1200,303749019,[X]Other acute gastritis
Gastritis and duodenitis,Jyu1300,303750019,[X]Other gastritis
Gastritis and duodenitis,ZV65316,1227775018,[V]Dietary counselling in gastritis
Gastro-oesophageal reflux disease,171J.00,303321000000115,Reflux cough
Gastro-oesophageal reflux disease,1957.00,339001014,Gastric reflux
Gastro-oesophageal reflux disease,760L.00,487941000006116,Antireflux operation
Gastro-oesophageal reflux disease,760L.11,267111000006116,Oesophageal reflux operation
Gastro-oesophageal reflux disease,760L000,394127010,Antireflux fundoplication using thoracic approach
Gastro-oesophageal reflux disease,760L100,269047010,Antireflux operation using thoracic approach NEC
Gastro-oesophageal reflux disease,760L111,1221523017,Antireflux procedure using thoracic approach NEC
Gastro-oesophageal reflux disease,760L200,394128017,Antireflux fundoplication using abdominal approach
Gastro-oesophageal reflux disease,760L300,394129013,Antireflux gastropexy
Gastro-oesophageal reflux disease,760L311,487911000006115,Antireflux gastroplasty
Gastro-oesophageal reflux disease,760L400,487951000006119,Antireflux procedure and gastroplasty HFQ
Gastro-oesophageal reflux disease,760Ly00,269067018,Other specified antireflux operation
Gastro-oesophageal reflux disease,760Lz00,269068011,Antireflux operation NOS
Gastro-oesophageal reflux disease,760M.00,269069015,Revision of antireflux operations
Gastro-oesophageal reflux disease,760My00,269073017,Revision of antireflux operation
Gastro-oesophageal reflux disease,760Mz00,269074011,Revision of antireflux operation NOS
Gastro-oesophageal reflux disease,J101100,396340013,Reflux oesophagitis
Gastro-oesophageal reflux disease,J101111,452891000006114,Acid reflux
Gastro-oesophageal reflux disease,J101112,799341000006115,Gastro-oesophageal reflux with oesophagitis
Gastro-oesophageal reflux disease,J101113,396339011,Oesophageal reflux with oesophagitis
Gastro-oesophageal reflux disease,J10y400,266601000006112,Gastro-oesophageal reflux disease without oesophagitis
Gastro-oesophageal reflux disease,J10y411,372246012,Oesophageal reflux
Gastro-oesophageal reflux disease,J10y412,353143016,Gastro-oesophageal reflux
Gastro-oesophageal reflux disease,J10y413,353140018,Acid reflux
Gastro-oesophageal reflux disease,J10y500,2532987010,Laryngopharyngeal reflux
Gastrointestinal angiodysplasia,J17y900,1001711000006118,Gastric angiodysplasia
Gastrointestinal angiodysplasia,J577000,303346012,Angiodysplasia of colon
Giant Cell arteritis,G755.00,2534171012,Giant cell arteritis
Giant Cell arteritis,G755000,1787109017,Cranial arteritis
Giant Cell arteritis,G755100,1779388019,Temporal arteritis
Giant Cell arteritis,G755200,1787110010,Horton's disease
Giant Cell arteritis,G755z00,300584016,Giant cell arteritis NOS
Giant Cell arteritis,N200.00,359513016,Giant cell arteritis with polymyalgia rheumatica
Giant Cell arteritis,Nyu4100,312576015,[X]Other giant cell arteritis
Glaucoma,66T1.00,264949013,Glaucoma monitoring
Glaucoma,7259.00,361511000000118,Operation following glaucoma surgery
Glaucoma,7259000,383421000000110,Needling of bleb following glaucoma surgery
Glaucoma,7259100,383381000000118,Injection of bleb following glaucoma surgery
Glaucoma,7259200,378061000000112,Revision of bleb NEC following glaucoma surgery
Glaucoma,7259300,2676361011,Removal of releasable suture following glaucoma surgery
Glaucoma,7259400,378701000000110,Laser suture lysis following glaucoma surgery
Glaucoma,7259y00,378721000000118,Other specified operations following glaucoma surgery
Glaucoma,7259z00,383401000000118,Operations following glaucoma surgery NOS
Glaucoma,7275.00,249331000006112,Panretinal photocoagulation for glaucoma
Glaucoma,8HTW.00,2533408017,Referral to glaucoma clinic
Glaucoma,F404211,802901000006112,Absolute glaucoma
Glaucoma,F442100,1226368013,Glaucomatocyclitic crises
Glaucoma,F45..00,40268016,Glaucoma
Glaucoma,F450100,264071000006115,Open-angle glaucoma - borderline
Glaucoma,F450200,521031000006117,Angle-closure glaucoma - borderline
Glaucoma,F450300,1490617017,Borderline glaucoma steroid responder
Glaucoma,F451.00,140102012,Open-angle glaucoma
Glaucoma,F451000,298034019,Unspecified open-angle glaucoma
Glaucoma,F451100,503452018,Primary open-angle glaucoma
Glaucoma,F451111,141721000006112,Simple chronic glaucoma
Glaucoma,F451200,734071000006115,Low tension glaucoma
Glaucoma,F451211,495680018,Normal pressure glaucoma
Glaucoma,F451300,76978010,Pigmentary glaucoma
Glaucoma,F451400,118092013,Glaucoma of childhood
Glaucoma,F451500,47081000006113,Residual stage of open angle glaucoma
Glaucoma,F451z00,298042018,Open-angle glaucoma NOS
Glaucoma,F452.00,1486268015,Primary angle-closure glaucoma
Glaucoma,F452.11,560611000006117,Closed angle glaucoma
Glaucoma,F452000,298047012,Unspecified primary angle-closure glaucoma
Glaucoma,F452100,770481000006118,Intermittent primary angle-closure glaucoma
Glaucoma,F452200,459721000006110,Acute closed-angle glaucoma
Glaucoma,F452300,556201000006114,Chronic closed-angle glaucoma
Glaucoma,F452400,298048019,Primary angle-closure glaucoma residual stage
Glaucoma,F452500,347744010,Plateau iris
Glaucoma,F452z00,298049010,Primary angle-closure glaucoma NOS
Glaucoma,F453.00,1221368012,Steroid-induced glaucoma
Glaucoma,F453100,298051014,Steroid-induced glaucoma residual stage
Glaucoma,F453z00,298052019,Steroid-induced glaucoma NOS
Glaucoma,F454.00,298053012,Secondary glaucoma
Glaucoma,F454000,298054018,Glaucoma due to chamber angle anomaly
Glaucoma,F454100,298055017,Glaucoma due to iris anomaly
Glaucoma,F454200,298056016,Glaucoma due to other anterior segment anomaly
Glaucoma,F454300,298057013,Glaucoma due to systemic syndrome
Glaucoma,F454400,298058015,"Glaucoma in endocrine, nutritional and metabolic diseases"
Glaucoma,F454z00,298059011,Glaucoma due to disease NOS
Glaucoma,F455.00,802911000006110,Glaucoma associated with disorders of the lens
Glaucoma,F455000,54899010,Phacolytic glaucoma
Glaucoma,F455100,178757012,Pseudoexfoliation glaucoma
Glaucoma,F455z00,298060018,Glaucoma associated with disorders of the lens NOS
Glaucoma,F456.00,298061019,Glaucoma associated with other ocular disorders
Glaucoma,F456000,298062014,Glaucoma due to unspecified ocular disorder
Glaucoma,F456100,803061000006115,Glaucoma due to pupillary block
Glaucoma,F456200,803011000006118,Glaucoma due to ocular inflammation
Glaucoma,F456300,298064010,Glaucoma due to ocular vascular disorder
Glaucoma,F456400,399447011,Glaucoma due to ocular tumour or cyst
Glaucoma,F456411,411465018,Glaucoma due to ocular cyst
Glaucoma,F456500,1233026017,Glaucoma due to ocular trauma
Glaucoma,F456600,347755010,Neovascular glaucoma
Glaucoma,F456z00,298071017,Glaucoma associated with other ocular disorders NOS
Glaucoma,F45y.00,298072012,Other specified forms of glaucoma
Glaucoma,F45y000,49139016,Hypersecretion glaucoma
Glaucoma,F45y100,802981000006115,Glaucoma due to episode of increased venous pressure
Glaucoma,F45y200,84105018,Low tension glaucoma
Glaucoma,F45yz00,298074013,Other specified glaucoma NOS
Glaucoma,F45z.00,298075014,Glaucoma NOS
Glaucoma,F463100,1232965011,Glaucomatous subcapsular flecks
Glaucoma,F4H1400,1220514012,Optic disc glaucomatous atrophy
Glaucoma,FyuG.00,388091000006115,[X]Glaucoma
Glaucoma,FyuG000,299482013,[X]Other glaucoma
Glaucoma,FyuG100,388101000006114,"[X]Glaucoma in endocrine,nutritional+metabolic diseases CE"
Glaucoma,P320000,582671000006113,Congenital glaucoma
Glaucoma,P320011,674741000006115,Newborn glaucoma
Glaucoma,Q20y700,316238010,Traumatic glaucoma due to birth trauma
Glomerulonephritis and other nephritides,14D1.00,251763010,H/O: nephritis
Glomerulonephritis and other nephritides,A786.00,249896014,Haemorrhagic nephrosonephritis
Glomerulonephritis and other nephritides,D310100,354514013,Henoch-Schonlein nephritis
Glomerulonephritis and other nephritides,G752111,354518011,Antiglomerular basement membrane disease
Glomerulonephritis and other nephritides,G752112,2214081000000112,Anti GBM disease - Antiglomerular basement membrane disease
Glomerulonephritis and other nephritides,K0...00,303806010,"Nephritis, nephrosis and nephrotic syndrome"
Glomerulonephritis and other nephritides,K00..00,32619017,Acute glomerulonephritis
Glomerulonephritis and other nephritides,K00..11,102173012,Acute nephritis
Glomerulonephritis and other nephritides,K00..12,354351015,Bright's disease
Glomerulonephritis and other nephritides,K000.00,303812017,Acute proliferative glomerulonephritis
Glomerulonephritis and other nephritides,K000100,354363013,Crescentic glomerulonephritis
Glomerulonephritis and other nephritides,K000111,354364019,CGN - Crescentic glomerulonephritis
Glomerulonephritis and other nephritides,K001.00,303814016,Acute nephritis with lesions of necrotising glomerulitis
Glomerulonephritis and other nephritides,K00y.00,303815015,Other acute glomerulonephritis
Glomerulonephritis and other nephritides,K00y000,303816019,Acute glomerulonephritis in diseases EC
Glomerulonephritis and other nephritides,K00y100,303817011,Acute exudative nephritis
Glomerulonephritis and other nephritides,K00y200,303818018,Acute focal nephritis
Glomerulonephritis and other nephritides,K00y300,303819014,Acute diffuse nephritis
Glomerulonephritis and other nephritides,K00yz00,303820015,Other acute glomerulonephritis NOS
Glomerulonephritis and other nephritides,K00z.00,303824012,Acute glomerulonephritis NOS
Glomerulonephritis and other nephritides,K01..00,86957016,Nephrotic syndrome
Glomerulonephritis and other nephritides,K010.00,303825013,Nephrotic syndrome with proliferative glomerulonephritis
Glomerulonephritis and other nephritides,K011.00,303826014,Nephrotic syndrome with membranous glomerulonephritis
Glomerulonephritis and other nephritides,K012.00,677621000006112,Nephrotic syndrome with membranoproliferative glomerulonephritis
Glomerulonephritis and other nephritides,K013.00,396706011,Nephrotic syndrome with minimal change glomerulonephritis
Glomerulonephritis and other nephritides,K013.11,74720014,Lipoid nephrosis
Glomerulonephritis and other nephritides,K013.12,127091000006118,Steroid-sensitive nephrotic syndrome
Glomerulonephritis and other nephritides,K014.00,303832016,"Nephrotic syndrome, minor glomerular abnormality"
Glomerulonephritis and other nephritides,K015.00,303833014,"Nephrotic syndrome, focal and segmental glomerular lesions"
Glomerulonephritis and other nephritides,K016.00,303834015,"Nephrotic syndrome, diffuse membranous glomerulonephritis"
Glomerulonephritis and other nephritides,K017.00,677461000006115,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis"
Glomerulonephritis and other nephritides,K018.00,677481000006113,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis"
Glomerulonephritis and other nephritides,K019.00,677471000006110,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis"
Glomerulonephritis and other nephritides,K01A.00,303838017,"Nephrotic syndrome, dense deposit disease"
Glomerulonephritis and other nephritides,K01B.00,303839013,"Nephrotic syndrome, diffuse crescentic glomerulonephritis"
Glomerulonephritis and other nephritides,K01x.00,303844018,Nephrotic syndrome in diseases EC
Glomerulonephritis and other nephritides,K01x000,303845017,Nephrotic syndrome in amyloidosis
Glomerulonephritis and other nephritides,K01x200,303848015,Nephrotic syndrome in malaria
