Disease,ICD10code,ICD10codeDescr,Category,OPCS4code,OPCS4codeDescr
Urolithiasis,NA,NA,Procedure for Urolithiasis,M31.9,Unspecified extracorporeal fragmentation of calculus of ureter
Urolithiasis,NA,NA,Procedure for Urolithiasis,M39.1,Open removal of calculus from bladder
Urolithiasis,NA,NA,Procedure for Urolithiasis,M44.2,Endoscopic extraction of calculus of bladder NEC
Urolithiasis,NA,NA,Procedure for Urolithiasis,M75.4,Open extraction of calculus from urethra
Urolithiasis,NA,NA,Procedure for Urolithiasis,M86.1,Endoscopic extraction of calculus of urinary diversion
Urticaria,L50,Urticaria,Diagnosis of Urticaria,NA,NA
Venous and lymphatic diseases,I780,Hereditary haemorrhagic telangiectasia,NA,NA,NA
Venous and lymphatic diseases,I83,Varicose veins of lower extremities,NA,NA,NA
Venous and lymphatic diseases,I87,Other disorders of veins,NA,NA,NA
Venous and lymphatic diseases,I89,Other noninfective disorders of lymphatic vessels and lymph nodes,NA,NA,NA
Venous and lymphatic diseases,I972,Postmastectomy lymphoedema syndrome,NA,NA,NA
Venous and lymphatic diseases,Q820,Hereditary lymphoedema,NA,NA,NA
Venous thromboembolic disease (Excl PE),I80.1,Phlebitis and thrombophlebitis of femoral vein,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I80.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I67.6,Nonpyogenic thrombosis of intracranial venous system,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I81,Portal vein thrombosis,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I82.0,Budd-Chiari syndrome,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I82.2,Embolism and thrombosis of vena cava,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Venous thromboembolic disease (Excl PE),I82.3,Embolism and thrombosis of renal vein,Diagnosis of Venous thromboembolic disease (Excl PE),NA,NA
Visual impairment and blindness,H54,Visual impairment including blindness (binocular or monocular),Diagnosis of Visual impairment and blindness,NA,NA
Vitamin B12 deficiency anaemia,D51,Vitamin B12 deficiency anaemia,Diagnosis of Vitamin B12 deficiency anaemia,NA,NA
Vitiligo,L80,Vitiligo,Diagnosis of Vitiligo,NA,NA
